LineId,Month,Date,Time,User,Component,PID,Address,Content,EventTemplate,EventId
1171,Jul,5,02:54:51,calvisitor-10-105-163-10,kernel,0,,AppleCamIn::wakeEventHandlerThread,* : : *,881f3c82
1172,Jul,5,03:08:26,calvisitor-10-105-163-10,kernel,0,,en0: BSSID changed to 5c:50:15:4c:18:13,en0 : BSSID changed to 5c : 50 : 15 : 4c : 18 : 13,e7e16ff5
1173,Jul,5,03:08:26,calvisitor-10-105-163-10,kernel,0,,en0: BSSID changed to 5c:50:15:4c:18:13,en0 : BSSID changed to 5c : 50 : 15 : 4c : 18 : 13,e7e16ff5
1174,Jul,5,03:08:49,calvisitor-10-105-163-10,sandboxd,129,[35762],com.apple.Addres(35762) deny network-outbound /private/var/run/mDNSResponder,#spec# ( * ) deny network-outbound #spec#,f1fd7d4b
1175,Jul,5,03:35:40,calvisitor-10-105-163-10,kernel,0,,RTC: PowerByCalendarDate setting ignored,RTC : PowerByCalendarDate setting ignored,16771da2
1176,Jul,5,03:35:45,calvisitor-10-105-163-10,kernel,0,,ARPT: 720580.338311: AirPort_Brcm43xx::powerChange: System Sleep,ARPT : * : AirPort_Brcm43xx : : powerChange : System Sleep,f7eb8dec
1177,Jul,5,03:49:12,calvisitor-10-105-163-10,kernel,0,,Wake reason: RTC (Alarm),Wake reason : * ( * ),6d4eb62b
1178,Jul,5,03:49:24,calvisitor-10-105-163-10,kernel,0,,Sandbox: com.apple.Addres(35773) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox : #spec# ( * ) deny ( 1 ) network-outbound #spec#,74896495
1179,Jul,5,03:49:51,calvisitor-10-105-163-10,kernel,0,,"PM response took 1988 ms (54, powerd)","PM response took #spec# ms ( 54 , powerd )",b8b99dc8
1180,Jul,5,03:58:47,calvisitor-10-105-163-10,kernel,0,,Wake reason: EC.SleepTimer (SleepTimer),Wake reason : * ( * ),6d4eb62b
1181,Jul,5,03:58:47,calvisitor-10-105-163-10,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3","USBMSC Identifier ( non-unique ) : #spec# #spec# #spec# #spec# , #spec#",4968d77f
1182,Jul,5,04:12:21,calvisitor-10-105-163-10,syslogd,44,,ASL Sender Statistics,ASL Sender Statistics,b5dd3697
1183,Jul,5,04:12:22,calvisitor-10-105-163-10,kernel,0,,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x6000 ****,**** [ BroadcomBluetoothHostControllerUSBTransport ] [ start ] -- Completed ( matched on Device ) -- #spec# ****,0e06726a
1184,Jul,5,10:31:18,calvisitor-10-105-163-10,kernel,0,,"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0","hibernate_newruntime_map time : #spec# ms , IOPolledFilePollersOpen ( ) , ml_get_interrupts_enabled #spec#",18018776
1185,Jul,5,10:31:18,calvisitor-10-105-163-10,kernel,0,,"hibernate_machine_init pagesDone 451550 sum2 4886d9d9, time: 197 ms, disk(0x20000) 799 Mb/s, comp bytes: 40017920 time: 27 ms 1412 Mb/s, crypt bytes: 160550912 time: 39 ms 3904 Mb/s","hibernate_machine_init pagesDone #spec# sum2 4886d9d9 , time : #spec# ms , disk ( #spec# ) #spec# Mb/s , comp bytes : #spec# time : #spec# ms #spec# Mb/s , crypt bytes : #spec# time : #spec# ms #spec# Mb/s",ddbf0de7
1186,Jul,5,10:31:18,calvisitor-10-105-163-10,kernel,0,,vm_compressor_fastwake_warmup (581519 - 591525) - starting,vm_compressor_fastwake_warmup ( 581519 - 591525 ) - starting,0f3e98fb
1187,Jul,5,10:31:18,calvisitor-10-105-163-10,kernel,0,,BuildActDeviceEntry exit,BuildActDeviceEntry *,e3beb823
1188,Jul,5,10:31:19,calvisitor-10-105-163-10,identityservicesd,272,,"<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES   (Topics: ( ""com.apple.private.alloy.icloudpairing"", ""com.apple.private.alloy.continuity.encryption"", ""com.apple.private.alloy.continuity.activity"", ""com.apple.ess"", ""com.apple.private.ids"", ""com.apple.private.alloy.phonecontinuity"", ""com.apple.madrid"", ""com.apple.private.ac"", ""com.apple.private.alloy.phone.auth"", ""com.apple.private.alloy.keychainsync"", ""com.apple.private.alloy.fmf"", ""com.apple.private.alloy.sms"", ""com.apple.private.alloy.screensharing"", ""com.apple.private.alloy.maps"", ""com.apple.private.alloy.thumper.keys"", ""com.apple.private.alloy.continuity.tethering"" ))","< IMMacNotificationCenterManager : #spec# > : Updating enabled : YES ( Topics : ( "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" , "" #spec# "" ) )",a5a898c3
1189,Jul,5,10:31:23,calvisitor-10-105-163-10,kernel,0,,AppleCamIn::handleWakeEvent_gated,* : : *,881f3c82
1190,Jul,5,10:31:24,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73- [ NetworkAnalyticsEngine observeValueForKeyPath : ofObject : change : context : ] _block_invoke unexpected switch value #spec#,73256b94
1191,Jul,5,10:31:56,calvisitor-10-105-160-179,locationd,82,,Location icon should now be in state 'Active',Location icon should now be in state ' * ',22866518
1192,Jul,5,10:32:08,calvisitor-10-105-160-179,locationd,82,,Location icon should now be in state 'Inactive',Location icon should now be in state ' * ',22866518
1193,Jul,5,10:41:38,calvisitor-10-105-160-179,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,KeychainGetICDPStatus : keychain : -25300,dceb8db9
1194,Jul,5,10:43:32,calvisitor-10-105-160-179,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,KeychainGetICDPStatus : keychain : -25300,dceb8db9
1195,Jul,5,10:44:16,calvisitor-10-105-160-179,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,KeychainGetICDPStatus : keychain : -25300,dceb8db9
1196,Jul,5,10:45:00,calvisitor-10-105-160-179,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35830,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path not allowed in target domain : type = pid , path = #spec# error = 147 : The specified service did not ship in the requestor ' s bundle , origin = #spec#",e46e2774
1197,Jul,5,10:48:06,calvisitor-10-105-160-179,quicklookd,35840,,Error returned from iconservicesagent: (null),Error returned from iconservicesagent : ( null ),76f908e9
1198,Jul,5,10:52:15,calvisitor-10-105-160-179,GoogleSoftwareUpdateAgent,35861,,"2017-07-05 10:52:15.982 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948&cup2key=7:2988503627""","2017-07-05 10 : 52 : 15.982 GoogleSoftwareUpdateAgent [ 35861/ #spec# ] [ lvl = 2 ] - [ KSOutOfProcessFetcher ( PrivateMethods ) helperDidTerminate : ] KSOutOfProcessFetcher fetch ended for URL : ""https : #spec# ?cup2hreq = d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948&cup2key = 7 : 2988503627""",686347a8
1199,Jul,5,10:52:16,calvisitor-10-105-160-179,ksfetch,35863,,2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https://tools.google.com/service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 },2017-07-05 10 : 52 : 16.779 ksfetch [ 35863/ #spec# ] [ lvl = 2 ] main ( ) Fetcher received a request : < NSMutableURLRequest : #spec# > { URL : https : #spec# ?cup2hreq = a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key = 7 : 2501762722 },b8232eaf
1200,Jul,5,10:52:16,calvisitor-10-105-160-179,GoogleSoftwareUpdateAgent,35861,,2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,2017-07-05 10 : 52 : 16.977 GoogleSoftwareUpdateAgent [ 35861/ #spec# ] [ lvl = 2 ] - [ KSPrefetchAction performAction ] KSPrefetchAction no updates to prefetch.,6121a1cf
1201,Jul,5,10:56:49,calvisitor-10-105-160-179,Safari,9852,,KeychainGetICDPStatus: status: off,KeychainGetICDPStatus : status : off,fca44f7c
1202,Jul,5,10:57:01,calvisitor-10-105-160-179,QQ,10018,,2017/07/05 10:57:01.130 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,#spec# 10 : 57 : 01.130 | I | VoipWrapper | DAVEngineImpl.cpp : 1400 : Close | close video chat. llFriendUIN = 1742124257.,c495778a
1203,Jul,5,10:57:41,calvisitor-10-105-160-179,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch < 0 > ( #spec# ) : : listenerCallback - Thunderbolt HPD packet for route = #spec# port = #spec# unplug = #spec#,3297072d
1204,Jul,5,10:58:22,calvisitor-10-105-160-179,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35873,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SocialHelper.xpc/Contents/MacOS/com.apple.Safari.SocialHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path not allowed in target domain : type = pid , path = #spec# error = 147 : The specified service did not ship in the requestor ' s bundle , origin = #spec#",e46e2774
1205,Jul,5,10:58:44,calvisitor-10-105-160-179,imagent,355,,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: com.apple.FaceTime   notification: __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification},< IMMacNotificationCenterManager : #spec# > : notification observer : #spec# notification : __CFNotification #spec# { name = _NSDoNotDisturbEnabledNotification },a83c2ddd
1206,Jul,5,10:58:44,calvisitor-10-105-160-179,kernel,0,,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","Setting BTCoex Config : enable_2G : 1 , profile_2g : 0 , enable_5G : 1 , profile_5G : 0",5c5b046a
1207,Jul,5,11:01:10,authorMacBook-Pro,corecaptured,35877,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,CCIOReporterFormatter : : addRegistryChildToChannelDictionary streams #spec#,1a9ac16b
1208,Jul,5,11:01:55,calvisitor-10-105-160-179,corecaptured,35877,,Received Capture Event,Received Capture Event,3f143fab
1209,Jul,5,11:01:55,calvisitor-10-105-160-179,corecaptured,35877,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-05_11,01,55.983179]-AirPortBrcm4360_Logs-006.txt, Current File [2017-07-05_11,01,55.983179]-AirPortBrcm4360_Logs-006.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-05_11 , 01 , 55.983179 ] -AirPortBrcm4360_Logs-006.txt , Current File [ 2017-07-05_11 , 01 , 55.983179 ] -AirPortBrcm4360_Logs-006.txt",c7c61218
1210,Jul,5,11:39:37,calvisitor-10-105-160-179,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,- [ NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.,4de07ebb
1211,Jul,5,11:39:38,authorMacBook-Pro,corecaptured,35877,,CCProfileMonitor::freeResources done,CCProfileMonitor : : freeResources done,3431d9b4
1212,Jul,5,11:39:39,authorMacBook-Pro,corecaptured,35889,,"CCFile::copyFile fileName is [2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_11,39,38.739976]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml","CCFile : : copyFile fileName is [ 2017-07-05_11 , 39 , 39.743225 ] #spec# , source path : #spec# [ 2017-07-05_11 , 39 , 39.743225 ] #spec# , dest path : #spec# [ 2017-07-05_11 , 39 , 38.739976 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-05_11 , 39 , 39.743225 ] #spec#",405d79dd
1213,Jul,5,11:40:26,calvisitor-10-105-160-226,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn : : systemWakeCall - messageType = #spec#,8261cdba
1214,Jul,5,11:42:05,calvisitor-10-105-160-226,Mail,11203,,tcp_connection_destination_perform_socket_connect 44073 connectx to 123.125.50.30:143@0 failed: [50] Network is down,tcp_connection_destination_perform_socket_connect #spec# connectx to #spec# @0 failed : [ 50 ] Network is down,9c2bd72a
1215,Jul,5,11:42:53,calvisitor-10-105-160-226,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO,< IMMacNotificationCenterManager : #spec# > : NC Disabled : NO,98726536
1216,Jul,5,11:42:53,calvisitor-10-105-160-226,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:   DND Enabled: NO,< IMMacNotificationCenterManager : #spec# > : DND Enabled : NO,cc00205a
1217,Jul,5,11:47:49,calvisitor-10-105-160-226,quicklookd,35915,,Error returned from iconservicesagent: (null),Error returned from iconservicesagent : ( null ),76f908e9
1218,Jul,5,12:00:35,calvisitor-10-105-160-226,WindowServer,184,,CGXDisplayDidWakeNotification [723587602857832]: posting kCGSDisplayDidWake,CGXDisplayDidWakeNotification [ 723587602857832 ] : posting kCGSDisplayDidWake,cf990ffd
1219,Jul,5,12:00:39,calvisitor-10-105-160-226,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: NO,< IMMacNotificationCenterManager : #spec# > : DND Enabled : NO,cc00205a
1220,Jul,5,12:00:50,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc22930 125.39.240.34:14000,__42- [ NETClientConnection evaluateCrazyIvan46 ] _block_invoke CI46 - Hit by torpedo! QQ.10018 tc22930 #spec#,85ca1dac
1221,Jul,5,12:00:58,calvisitor-10-105-160-226,com.apple.AddressBook.InternetAccountsBridge,35944,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,dnssd_clientstub ConnectToServer : connect ( ) - > No of tries : #spec#,3925f246
1222,Jul,5,12:01:10,calvisitor-10-105-160-226,QQ,10018,,button report: 0x8002bdf,button report : #spec#,93344b6e
1223,Jul,5,12:02:02,calvisitor-10-105-160-226,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping : pid #spec# failed to act on a ping it dequeued before timing out.,5ce70f9b
1224,Jul,5,12:05:11,calvisitor-10-105-160-226,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping : pid #spec# failed to act on a ping it dequeued before timing out.,5ce70f9b
1225,Jul,5,12:35:58,calvisitor-10-105-160-226,kernel,0,,en0: BSSID changed to 88:75:56:a0:95:ed,en0 : BSSID changed to 88 : 75 : 56 : a0 : 95 : ed,9d6adcad
1226,Jul,5,12:50:34,calvisitor-10-105-160-226,kernel,0,,ARPT: 724509.898718: wl0: MDNS: IPV4 Addr: 10.105.160.226,ARPT : 724509.898718 : wl0 : MDNS : IPV4 Addr : #spec#,a2ffc073
1227,Jul,5,13:16:51,calvisitor-10-105-160-226,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3","USBMSC Identifier ( non-unique ) : #spec# #spec# #spec# #spec# , #spec#",4968d77f
1228,Jul,5,13:43:58,calvisitor-10-105-160-226,kernel,0,,en0: BSSID changed to 88:75:56:a0:95:ed,en0 : BSSID changed to 88 : 75 : 56 : a0 : 95 : ed,9d6adcad
1229,Jul,5,13:44:18,calvisitor-10-105-160-226,com.apple.AddressBook.InternetAccountsBridge,646,,Daemon connection invalidated!,Daemon connection invalidated!,98709a6a
1230,Jul,5,14:03:40,calvisitor-10-105-160-226,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn : : systemWakeCall - messageType = #spec#,8261cdba
1231,Jul,5,14:03:45,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288625.645942, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1232,Jul,5,14:04:12,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288652.126295, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1233,Jul,5,14:04:16,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile : : captureLogRun ( ) Exiting CCFile : : captureLogRun,3e6715e2
1234,Jul,5,14:04:19,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-05_14,04,19.222771]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt","CCFile : : copyFile fileName is [ 2017-07-05_14 , 04 , 19.163834 ] -AirPortBrcm4360_Logs-025.txt , source path : #spec# [ 2017-07-05_14 , 04 , 19.163834 ] -AirPortBrcm4360_Logs-025.txt , dest path : #spec# [ 2017-07-05_14 , 04 , 19.222771 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-05_14 , 04 , 19.163834 ] -AirPortBrcm4360_Logs-025.txt",59db418a
1235,Jul,5,14:04:19,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLog,* : : *,881f3c82
1236,Jul,5,14:04:19,authorMacBook-Pro,kernel,0,,ARPT: 724786.252727: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,ARPT : 724786.252727 : AQM agg results #spec# len hi/lo : #spec# #spec# BAbitmap ( 0-3 ) #spec# 0 #spec# 0,62c573c1
1237,Jul,5,14:04:19,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288659.752738, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1238,Jul,5,14:04:25,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-05_14,04,25.118445]-AirPortBrcm4360_Logs-040.txt, Current File [2017-07-05_14,04,25.118445]-AirPortBrcm4360_Logs-040.txt","CCFile : : captureLogRun Skipping current file Dir file [ 2017-07-05_14 , 04 , 25.118445 ] -AirPortBrcm4360_Logs-040.txt , Current File [ 2017-07-05_14 , 04 , 25.118445 ] -AirPortBrcm4360_Logs-040.txt",f97247de
1239,Jul,5,14:04:25,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,25.777317]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml","CCFile : : copyFile fileName is [ 2017-07-05_14 , 04 , 25.705173 ] #spec# , source path : #spec# [ 2017-07-05_14 , 04 , 25.705173 ] #spec# , dest path : #spec# [ 2017-07-05_14 , 04 , 25.777317 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-05_14 , 04 , 25.705173 ] #spec#",4d9761e8
1240,Jul,5,14:04:26,authorMacBook-Pro,corecaptured,36034,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-05_14,04,24.831957] - AssocFail:sts:5_rsn:0.xml","doSaveChannels@286 : Will write to : #spec# [ 2017-07-05_14 , 04 , 24.831957 ] - AssocFail : sts : 5_rsn : #spec#",407b4125
1241,Jul,5,14:04:27,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288667.823332, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1242,Jul,5,14:04:27,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288667.956536, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1243,Jul,5,14:04:32,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,32.840703]-io80211Family-056.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-05_14,04,32.840703]-io80211Family-056.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,32.969558]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-05_14,04,32.840703]-io80211Family-056.pcapng","CCFile : : copyFile fileName is [ 2017-07-05_14 , 04 , 32.840703 ] -io80211Family-056.pcapng , source path : #spec# [ 2017-07-05_14 , 04 , 32.840703 ] -io80211Family-056.pcapng , dest path : #spec# [ 2017-07-05_14 , 04 , 32.969558 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-05_14 , 04 , 32.840703 ] -io80211Family-056.pcapng",c2f70552
1244,Jul,5,14:04:32,authorMacBook-Pro,corecaptured,36034,,"CCFile::captureLog Received Capture notice id: 1499288672.969558, reason = AuthFail:sts:5_rsn:0","CCFile : : captureLog Received Capture notice id : * , reason = AuthFail : sts : 5_rsn : 0",9edb6093
1245,Jul,5,14:04:33,authorMacBook-Pro,corecaptured,36034,,Received Capture Event,Received Capture Event,3f143fab
1246,Jul,5,14:04:33,authorMacBook-Pro,corecaptured,36034,,"CCFile::copyFile fileName is [2017-07-05_14,04,33.660387]-io80211Family-063.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-05_14,04,33.660387]-io80211Family-063.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,33.736169]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-05_14,04,33.660387]-io80211Family-063.pcapng","CCFile : : copyFile fileName is [ 2017-07-05_14 , 04 , 33.660387 ] -io80211Family-063.pcapng , source path : #spec# [ 2017-07-05_14 , 04 , 33.660387 ] -io80211Family-063.pcapng , dest path : #spec# [ 2017-07-05_14 , 04 , 33.736169 ] = AuthFail : sts : 5_rsn : #spec# [ 2017-07-05_14 , 04 , 33.660387 ] -io80211Family-063.pcapng",50e13c1c
1247,Jul,5,14:04:35,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLog,* : : *,881f3c82
1248,Jul,5,14:04:35,authorMacBook-Pro,corecaptured,36034,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter : : refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,d6337bb0
1249,Jul,5,14:15:40,authorMacBook-Pro,configd,53,,network changed: v4(en0+:10.105.160.226) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,network changed : v4 ( en0+ : #spec# ) v6 ( en0 : 2607 : f140 : 6000 : 8 : c6b3 : 1ff : fecd : 467f ) DNS! Proxy SMB,dc35d3df
1250,Jul,5,14:56:09,authorMacBook-Pro,kernel,0,,"ARPT: 724869.297011: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 4551,","ARPT : 724869.297011 : IOPMPowerSource Information : onWake , SleepType : Normal Sleep , ' ExternalConnected ' : No , ' TimeRemaining ' : 4551 ,",b882d5e9
1251,Jul,5,14:56:13,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from #spec# to #spec#,8e30ac6c
1252,Jul,5,14:56:14,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73- [ NetworkAnalyticsEngine observeValueForKeyPath : ofObject : change : context : ] _block_invoke unexpected switch value #spec#,73256b94
1253,Jul,5,15:26:36,calvisitor-10-105-162-98,kernel,0,,IOHibernatePollerOpen(0),* ( 0 ),c51fd782
1254,Jul,5,15:26:36,calvisitor-10-105-162-98,kernel,0,,"hibernate_machine_init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887","hibernate_machine_init : state 2 , image pages 446175 , sum was d4e6c0b2 , imageSize #spec# , image1Size #spec# , conflictCount 5848 , nextFree #spec#",7eb9d378
1255,Jul,5,15:26:36,calvisitor-10-105-162-98,kernel,0,,[HID] [MT] AppleMultitouchDevice::willTerminate entered,[HID] [ MT ] AppleMultitouchDevice : : * entered,d53ee590
1256,Jul,5,15:40:14,calvisitor-10-105-162-98,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,Bluetooth -- LE is supported - Disable LE meta event,c86dfdd9
1257,Jul,5,15:40:14,calvisitor-10-105-162-98,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,ASSERTION FAILED : dvcAddrRef ! = ( ( void * ) 0 ) - [ DriverServices getDeviceAddress : ] line : #spec#,d9fe026b
1258,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,hibernate_rebuild completed - took 10042450943433 msecs,hibernate_rebuild completed - took #spec# msecs,b5da4b75
1259,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,AppleActuatorDevice::stop Entered,AppleActuatorDevice : : * Entered,ef4eff5c
1260,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,AppleActuatorDevice::start Entered,AppleActuatorDevice : : * Entered,ef4eff5c
