LineId,Date,Time,Pid,Tid,Level,Component,Content,EventTemplate,EventId
1039,03-17,16:15:22.073,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1040,03-17,16:15:22.122,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1041,03-17,16:15:22.136,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1042,03-17,16:15:22.149,1702,1736,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1043,03-17,16:15:22.152,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1044,03-17,16:15:22.154,1702,2113,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1045,03-17,16:15:22.176,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1046,03-17,16:15:22.259,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1047,03-17,16:15:22.425,1702,3137,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1048,03-17,16:15:22.517,1702,17630,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1049,03-17,16:15:23.375,1702,3694,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1050,03-17,16:15:24.642,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1051,03-17,16:15:24.872,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,* * = #spec#,47db6d42
1052,03-17,16:15:24.873,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,* * = #spec#,47db6d42
1053,03-17,16:15:24.873,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","Animating brightness : target = #spec# , rate = #spec#",a3baea06
1054,03-17,16:15:25.011,1702,2556,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1055,03-17,16:15:25.015,1702,17622,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1056,03-17,16:15:25.020,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1057,03-17,16:15:25.046,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,* : caller #spec# does not hold REAL_GET_TASKS ; limiting output,0f59a8d4
1058,03-17,16:15:25.163,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261949797, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked : eventTime = #spec# , event = #spec# , flags = #spec# , uid = #spec#",62a7194a
1059,03-17,16:15:25.164,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready = true , policy = #spec# , wakefulness = #spec# , wksummary = #spec# , uasummary = #spec# , bootcompleted = true , boostinprogress = false , waitmodeenable = false , mode = false , manual = #spec# , auto = - #spec# , adj = #spec# .0userId = #spec#",1052dad1
1060,03-17,16:15:25.167,2227,2227,I,PhoneStatusBar,suspendAutohide,*,3389dae3
1061,03-17,16:15:25.170,1702,14638,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,interceptKeyTq keycode = #spec# interactive = true keyguardActive = false policyFlags = #spec# down * canceled false,b4d63257
1062,03-17,16:15:25.170,1702,14638,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1","interceptKeyBeforeQueueing : key #spec# , result : #spec#",8cfbdba6
1063,03-17,16:15:25.171,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261949805, event=1, flags=0x0, uid=1000","userActivityNoUpdateLocked : eventTime = #spec# , event = #spec# , flags = #spec# , uid = #spec#",62a7194a
1064,03-17,16:15:25.171,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready = true , policy = #spec# , wakefulness = #spec# , wksummary = #spec# , uasummary = #spec# , bootcompleted = true , boostinprogress = false , waitmodeenable = false , mode = false , manual = #spec# , auto = - #spec# , adj = #spec# .0userId = #spec#",1052dad1
1065,03-17,16:15:25.196,1702,3693,I,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface ( name = PopupWindow : #spec# ) called by #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec#,92cc9947
1066,03-17,16:15:25.201,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1067,03-17,16:15:25.201,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1068,03-17,16:15:25.262,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,*,3389dae3
1069,03-17,16:15:25.265,1702,2107,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,interceptKeyTq keycode = #spec# interactive = true keyguardActive = false policyFlags = #spec# down * canceled false,b4d63257
1070,03-17,16:15:25.265,1702,2107,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1","interceptKeyBeforeQueueing : key #spec# , result : #spec#",8cfbdba6
1071,03-17,16:15:25.266,2227,2318,V,AudioManager,querySoundEffectsEnabled...,*,3389dae3
1072,03-17,16:15:25.307,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1073,03-17,16:15:25.307,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1074,03-17,16:15:25.330,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1075,03-17,16:15:25.331,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1076,03-17,16:15:25.336,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1077,03-17,16:15:25.336,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1078,03-17,16:15:25.443,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1079,03-17,16:15:25.443,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1080,03-17,16:15:25.448,1702,1815,I,WindowManager,Destroying surface Surface(name=InputMethod) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233 com.android.server.wm.WindowManagerService$H.handleMessage:8670 android.os.Handler.dispatchMessage:105,Destroying surface Surface ( name = InputMethod ) called by #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# : #spec# #spec# $H.handleMessage : #spec# #spec# : #spec#,bfff2267
1081,03-17,16:15:25.479,2227,2227,I,PhoneStatusBar,suspendAutohide,*,3389dae3
1082,03-17,16:15:25.482,1702,27353,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,interceptKeyTq keycode = #spec# interactive = true keyguardActive = false policyFlags = #spec# down * canceled false,b4d63257
1083,03-17,16:15:25.482,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1","interceptKeyBeforeQueueing : key #spec# , result : #spec#",8cfbdba6
1084,03-17,16:15:25.531,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1085,03-17,16:15:25.531,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1086,03-17,16:15:25.547,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,*,3389dae3
1087,03-17,16:15:25.549,1702,27357,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,interceptKeyTq keycode = #spec# interactive = true keyguardActive = false policyFlags = #spec# down * canceled false,b4d63257
1088,03-17,16:15:25.549,1702,27357,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1","interceptKeyBeforeQueueing : key #spec# , result : #spec#",8cfbdba6
1089,03-17,16:15:25.550,2227,2318,V,AudioManager,querySoundEffectsEnabled...,*,3389dae3
1090,03-17,16:15:25.821,23650,23689,V,AudioManager,isMusicActive...,*,3389dae3
1091,03-17,16:15:26.148,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950783, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked : eventTime = #spec# , event = #spec# , flags = #spec# , uid = #spec#",62a7194a
1092,03-17,16:15:26.149,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready = true , policy = #spec# , wakefulness = #spec# , wksummary = #spec# , uasummary = #spec# , bootcompleted = true , boostinprogress = false , waitmodeenable = false , mode = false , manual = #spec# , auto = - #spec# , adj = #spec# .0userId = #spec#",1052dad1
1093,03-17,16:15:26.149,2227,2227,I,PhoneStatusBar,suspendAutohide,*,3389dae3
1094,03-17,16:15:26.153,1702,27353,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,interceptKeyTq keycode = #spec# interactive = true keyguardActive = false policyFlags = #spec# down * canceled false,b4d63257
1095,03-17,16:15:26.153,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1","interceptKeyBeforeQueueing : key #spec# , result : #spec#",8cfbdba6
1096,03-17,16:15:26.153,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950787, event=1, flags=0x0, uid=1000","userActivityNoUpdateLocked : eventTime = #spec# , event = #spec# , flags = #spec# , uid = #spec#",62a7194a
1097,03-17,16:15:26.154,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready = true , policy = #spec# , wakefulness = #spec# , wksummary = #spec# , uasummary = #spec# , bootcompleted = true , boostinprogress = false , waitmodeenable = false , mode = false , manual = #spec# , auto = - #spec# , adj = #spec# .0userId = #spec#",1052dad1
1098,03-17,16:15:26.248,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,*,3389dae3
1099,03-17,16:15:26.250,1702,2639,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950887, event=0, flags=0x0, uid=1000","userActivityNoUpdateLocked : eventTime = #spec# , event = #spec# , flags = #spec# , uid = #spec#",62a7194a
1100,03-17,16:15:26.250,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready = true , policy = #spec# , wakefulness = #spec# , wksummary = #spec# , uasummary = #spec# , bootcompleted = true , boostinprogress = false , waitmodeenable = false , mode = false , manual = #spec# , auto = - #spec# , adj = #spec# .0userId = #spec#",1052dad1
1101,03-17,16:15:26.252,1702,2618,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,interceptKeyTq keycode = #spec# interactive = true keyguardActive = false policyFlags = #spec# down * canceled false,b4d63257
1102,03-17,16:15:26.252,1702,2618,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1","interceptKeyBeforeQueueing : key #spec# , result : #spec#",8cfbdba6
1103,03-17,16:15:26.253,2227,2318,V,AudioManager,querySoundEffectsEnabled...,*,3389dae3
1104,03-17,16:15:26.272,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950909, event=0, flags=0x0, uid=1000","userActivityNoUpdateLocked : eventTime = #spec# , event = #spec# , flags = #spec# , uid = #spec#",62a7194a
1105,03-17,16:15:26.273,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready = true , policy = #spec# , wakefulness = #spec# , wksummary = #spec# , uasummary = #spec# , bootcompleted = true , boostinprogress = false , waitmodeenable = false , mode = false , manual = #spec# , auto = - #spec# , adj = #spec# .0userId = #spec#",1052dad1
1106,03-17,16:15:26.277,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=false","animateCollapsePanels : flags = #spec# , force = false , delayed = false , mExpandedVisible = false",00acf6d8
1107,03-17,16:15:26.277,2227,2227,I,PanelView,closeQs,*,3389dae3
1108,03-17,16:15:26.278,2227,2227,I,PanelView,cancelPeek: false,cancelPeek : false,0b395d93
1109,03-17,16:15:26.278,2227,2227,I,PanelView,instantCollapse,*,3389dae3
1110,03-17,16:15:26.278,2227,2227,I,PanelView,cancelPeek: false,cancelPeek : false,0b395d93
1111,03-17,16:15:26.295,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1112,03-17,16:15:26.296,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1113,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10057}, uid=1000, pid=1702","acquire lock = #spec# , flags = #spec# , tag = ""*launch*"" , name = android , ws = WorkSource { #spec# } , uid = #spec# , pid = #spec#",f46db89c
1114,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready = true , policy = #spec# , wakefulness = #spec# , wksummary = #spec# , uasummary = #spec# , bootcompleted = true , boostinprogress = false , waitmodeenable = false , mode = false , manual = #spec# , auto = - #spec# , adj = #spec# .0userId = #spec#",1052dad1
1115,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","* suspend blocker ""PowerManagerService.WakeLocks"".",4aed6ebc
1116,03-17,16:15:26.304,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1117,03-17,16:15:26.304,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1118,03-17,16:15:26.317,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1119,03-17,16:15:26.317,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1120,03-17,16:15:26.328,2227,2227,V,PhoneStatusBar,setLightsOn(true),setLightsOn ( true ),baef22e6
1121,03-17,16:15:26.328,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1122,03-17,16:15:26.375,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,* * = #spec#,47db6d42
1123,03-17,16:15:26.375,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,* * = #spec#,47db6d42
1124,03-17,16:15:26.375,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","Animating brightness : target = #spec# , rate = #spec#",a3baea06
1125,03-17,16:15:26.376,1702,14640,I,WindowManager,"Taking screenshot from Surface with crop:[Rect(0, 48 - 720, 1208)], width:[432], height:[696], minLayer:[21000], maxLayer:[21080], inRotation:[false], rot:[0]","Taking screenshot from Surface with crop : [ Rect ( #spec# , #spec# - #spec# , #spec# ) ] , width : [ #spec# ] , height : [ #spec# ] , minLayer : [ #spec# ] , maxLayer : [ #spec# ] , inRotation : [ false ] , rot : [ #spec# ]",2e73a862
1126,03-17,16:15:26.462,1702,8303,I,WindowManager,The change in focus caused us to need to do a layout begin,The change in focus caused us to need to do a layout *,87ac541d
1127,03-17,16:15:26.462,1702,8303,I,WindowManager,The change in focus caused us to need to do a layout end,The change in focus caused us to need to do a layout *,87ac541d
1128,03-17,16:15:26.466,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=708 mask=ffffffff oldVal=40000500 newVal=708 diff=40000208 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis = #spec# mask = #spec# oldVal = #spec# newVal = #spec# diff = #spec# fullscreenStackVis = #spec# dockedStackVis = #spec# , fullscreenStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# ) , dockedStackBounds = Rect ( #spec# , #spec# - #spec# , #spec# )",9c723a12
1129,03-17,16:15:26.467,2227,2227,I,PhoneStatusBar,cancelAutohide,*,3389dae3
1130,03-17,16:15:26.467,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x708, SystemUiVisibility=0x708","notifyUiVisibilityChanged : vis = #spec# , SystemUiVisibility = #spec#",7885475b
1131,03-17,16:15:26.475,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0","updateClipping isOverlap : false , getTopPadding = #spec# . #spec# , Translation = #spec# . #spec#",db2f29b3
1132,03-17,16:15:26.475,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,* * : *,c06a85cc
1133,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","Skipping , withExcluded : false , tr.intent : Intent { flg = #spec# cmp = com.android. #spec# bnds = [ #spec# , #spec# ] [ #spec# , #spec# ] }",7aa1fe07
1134,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","Skipping , withExcluded : false , tr.intent : Intent { act = #spec# flg = #spec# cmp = com.android. #spec# ( has extras ) }",6329b55d
1135,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }","Skipping , withExcluded : false , tr.intent : Intent { flg = #spec# cmp = com.tencent. #spec# ( has extras ) }",e73eaa20
1136,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }","Skipping , withExcluded : false , tr.intent : Intent { flg = #spec# cmp = com.tencent. #spec# ( has extras ) }",e73eaa20
1137,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }","Skipping , withExcluded : false , tr.intent : Intent { act = #spec# dat = tel : xxxxxxxxxxx flg = #spec# cmp = com.android. #spec# ( has extras ) }",b9bc9064
1138,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }","Skipping , withExcluded : false , tr.intent : Intent { act = #spec# dat = file : #spec# typ = #spec# flg = #spec# cmp = com.android. #spec# ( has extras ) }",07a06544
1139,03-17,16:15:26.530,1702,2639,D,ActivityManager,"getRecentTasks: num=20,flags=62,totalTasks=46","getRecentTasks : num = #spec# , flags = #spec# , totalTasks = #spec#",62f22c62
1140,03-17,16:15:26.531,1702,2639,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},getRecentTasks : topActivity = ComponentInfo { com.tencent. #spec# },04f44625
1141,03-17,16:15:26.542,1702,17630,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","Skipping , withExcluded : false , tr.intent : Intent { flg = #spec# cmp = com.android. #spec# bnds = [ #spec# , #spec# ] [ #spec# , #spec# ] }",7aa1fe07
