LineId,Time,Level,Content,EventTemplate,EventId
1051,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,mod_jk child init #spec# -2,a0d31f05
1052,Mon Dec 05 01:04:31 2005,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/,[ client #spec# ] Directory index forbidden by rule : #spec#,7d9fae74
1053,Mon Dec 05 01:30:32 2005,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,[ client #spec# ] Directory index forbidden by rule : #spec#,7d9fae74
1054,Mon Dec 05 03:21:00 2005,notice,jk2_init() Found child 2760 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1055,Mon Dec 05 03:21:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1056,Mon Dec 05 03:21:02 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1057,Mon Dec 05 03:23:21 2005,notice,jk2_init() Found child 2763 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1058,Mon Dec 05 03:23:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1059,Mon Dec 05 03:23:24 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1060,Mon Dec 05 03:23:24 2005,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,[ client #spec# ] Directory index forbidden by rule : #spec#,7d9fae74
1061,Mon Dec 05 03:25:44 2005,notice,jk2_init() Found child 2773 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1062,Mon Dec 05 03:25:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1063,Mon Dec 05 03:25:46 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1064,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2813 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1065,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2815 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1066,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2812 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1067,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2811 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1068,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1069,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1070,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1071,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1072,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1073,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1074,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1075,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1076,Mon Dec 05 03:40:46 2005,notice,jk2_init() Found child 2823 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1077,Mon Dec 05 03:40:55 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1078,Mon Dec 05 03:40:55 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1079,Mon Dec 05 03:44:50 2005,notice,jk2_init() Found child 2824 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1080,Mon Dec 05 03:44:50 2005,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/,[ client #spec# ] Directory index forbidden by rule : #spec#,7d9fae74
1081,Mon Dec 05 03:44:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1082,Mon Dec 05 03:44:50 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1083,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2838 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1084,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2836 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1085,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2837 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1086,Mon Dec 05 03:46:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1087,Mon Dec 05 03:47:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1088,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2840 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1089,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2841 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1090,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2842 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1091,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2846 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1092,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2843 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1093,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2844 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1094,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2845 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1095,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1096,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
1097,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1098,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
1099,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1100,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
1101,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1102,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1103,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2857 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1104,Mon Dec 05 03:50:50 2005,notice,jk2_init() Found child 2854 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1105,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2855 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1106,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2856 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1107,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1108,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1109,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1110,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1111,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1112,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1113,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1114,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1115,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1116,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1117,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1118,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1119,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1120,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1121,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1122,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1123,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1124,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1125,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1126,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1127,Mon Dec 05 04:00:55 2005,notice,jk2_init() Found child 2877 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1128,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2883 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1129,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2878 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1130,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2880 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1131,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2879 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1132,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1133,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1134,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1135,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1136,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1137,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1138,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1139,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1140,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3667 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1141,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3669 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1142,Mon Dec 05 04:06:27 2005,notice,jk2_init() Found child 3670 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1143,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1144,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1145,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1146,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1147,Mon Dec 05 04:07:23 2005,notice,jk2_init() Found child 3672 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1148,Mon Dec 05 04:07:37 2005,notice,jk2_init() Found child 3673 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1149,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3675 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1150,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3674 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1151,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3678 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1152,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3681 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1153,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3679 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1154,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3680 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1155,Mon Dec 05 04:08:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1156,Mon Dec 05 04:09:32 2005,notice,jk2_init() Found child 3685 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1157,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3698 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1158,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3690 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1159,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3691 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1160,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3744 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1161,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3747 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1162,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3754 in scoreboard slot 12,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1163,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3755 in scoreboard slot 13,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1164,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3753 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1165,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3752 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1166,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3746 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1167,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1168,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1169,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
1170,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1171,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
1172,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1173,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1174,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1175,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
1176,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1177,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1178,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1179,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 10,mod_jk child workerEnv in error state #spec#,2880ed24
1180,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
1181,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4596 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1182,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4595 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1183,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4594 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1184,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1185,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1186,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1187,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1188,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1189,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1190,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4609 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1191,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4608 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1192,Mon Dec 05 05:11:34 2005,notice,jk2_init() Found child 4611 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1193,Mon Dec 05 05:11:54 2005,notice,jk2_init() Found child 4613 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1194,Mon Dec 05 05:11:54 2005,notice,jk2_init() Found child 4612 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1195,Mon Dec 05 05:12:32 2005,notice,jk2_init() Found child 4615 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1196,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4616 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1197,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4617 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1198,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4618 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1199,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4634 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1200,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4637 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1201,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4631 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1202,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4630 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1203,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1204,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
1205,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1206,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state #spec#,2880ed24
1207,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1208,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state #spec#,2880ed24
1209,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1210,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state #spec#,2880ed24
1211,Mon Dec 05 06:35:27 2005,notice,jk2_init() Found child 4820 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1212,Mon Dec 05 06:35:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1213,Mon Dec 05 06:35:27 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1214,Mon Dec 05 06:36:58 2005,notice,jk2_init() Found child 4821 in scoreboard slot 10,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1215,Mon Dec 05 06:36:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1216,Mon Dec 05 06:36:58 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1217,Mon Dec 05 06:36:59 2005,error,[client 221.232.178.24] Directory index forbidden by rule: /var/www/html/,[ client #spec# ] Directory index forbidden by rule : #spec#,7d9fae74
1218,Mon Dec 05 07:16:00 2005,notice,jk2_init() Found child 4893 in scoreboard slot 7,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1219,Mon Dec 05 07:16:00 2005,notice,jk2_init() Found child 4892 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1220,Mon Dec 05 07:16:03 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1221,Mon Dec 05 07:16:03 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1222,Mon Dec 05 07:16:03 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1223,Mon Dec 05 07:16:03 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1224,Mon Dec 05 07:21:03 2005,notice,jk2_init() Found child 4907 in scoreboard slot 6,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1225,Mon Dec 05 07:21:02 2005,notice,jk2_init() Found child 4906 in scoreboard slot 9,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1226,Mon Dec 05 07:21:02 2005,notice,jk2_init() Found child 4905 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
1227,Mon Dec 05 07:21:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1228,Mon Dec 05 07:21:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1229,Mon Dec 05 07:21:09 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1230,Mon Dec 05 07:21:09 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1231,Mon Dec 05 07:21:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init ( ) ok #spec#,e05fdab5
1232,Mon Dec 05 07:21:09 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state #spec#,2880ed24
1233,Mon Dec 05 07:25:55 2005,notice,jk2_init() Found child 4916 in scoreboard slot 8,jk2_init ( ) Found child #spec# in scoreboard slot #spec#,541a379a
